region,tech,device,dtype,vgs_V,vds_V,vbs_V,id_raw_nn_A,id_postclamp_A,id_osdi_A,ratio_raw_over_osdi,sign_match
corridor,TSMC5,Mpr,pmos,-0.39,0.09218181818181818,0.0,-6.50758604796937e-06,-0.0,-9.009761256506543e-06,0.7222817411804128,Y
corridor,TSMC5,Mpr,pmos,-0.39,0.07504545454545454,0.0,-4.788226432809993e-06,-0.0,-6.604827906819821e-06,0.7249585455308996,Y
corridor,TSMC5,Mpr,pmos,-0.39,0.0579090909090909,0.0,-3.2883493780478808e-06,-0.0,-4.553916556349069e-06,0.7220925849998865,Y
corridor,TSMC5,Mpr,pmos,-0.39,0.040772727272727266,0.0,-1.9627145052467617e-06,-0.0,-2.8426962311867143e-06,0.6904411676893825,Y
corridor,TSMC5,Mpr,pmos,-0.39,0.023636363636363646,0.0,-8.329008804430794e-07,-0.0,-1.448636922224411e-06,0.5749548887406123,Y
corridor,TSMC5,Mpr,pmos,-0.39,0.006500000000000001,0.0,9.767530298565243e-08,0.0,-3.455563873239198e-07,0.28266096813338004,n
corridor,TSMC5,Mpr,pmos,-0.52,0.195,0.0,-4.188979861616369e-05,-0.0,-5.9180829264926516e-05,0.7078271652572069,Y
corridor,TSMC5,Mpr,pmos,-0.52,0.17786363636363636,0.0,-3.901444885179129e-05,-0.0,-5.335548608487173e-05,0.7312171946054736,Y
corridor,TSMC5,Mpr,pmos,-0.52,0.16072727272727272,0.0,-3.584779483367439e-05,-0.0,-4.755454732774389e-05,0.7538247517448317,Y
corridor,TSMC5,Mpr,pmos,-0.52,0.14359090909090907,0.0,-3.240200507488866e-05,-0.0,-4.1808741718663e-05,0.7750055070522425,Y
corridor,TSMC5,Mpr,pmos,-0.52,0.12645454545454543,0.0,-2.8695925470336205e-05,-0.0,-3.615190552475056e-05,0.7937596940966282,Y
corridor,TSMC5,Mpr,pmos,-0.52,0.10931818181818183,0.0,-2.475773976050775e-05,-0.0,-3.061742845367199e-05,0.8086159096597324,Y
corridor,TSMC5,Mpr,pmos,-0.52,0.09218181818181818,0.0,-2.063084614907422e-05,-0.0,-2.5235274536683505e-05,0.8175399922471216,Y
corridor,TSMC5,Mpr,pmos,-0.52,0.07504545454545454,0.0,-1.638371425524582e-05,-0.0,-2.0031046113477835e-05,0.817916057026202,Y
corridor,TSMC5,Mpr,pmos,-0.52,0.0579090909090909,0.0,-1.2112216970988289e-05,-0.0,-1.5027760681685098e-05,0.8059894769118799,Y
corridor,TSMC5,Mpr,pmos,-0.52,0.040772727272727266,0.0,-7.889054341725539e-06,-0.0,-1.0249642370951939e-05,0.7696906932171176,Y
corridor,TSMC5,Mpr,pmos,-0.52,0.023636363636363646,0.0,-3.7838976302956628e-06,-0.0,-5.7265943376183515e-06,0.6607588048343159,Y
corridor,TSMC5,Mpr,pmos,-0.52,0.006500000000000001,0.0,1.3428766928143282e-07,0.0,-1.5051620774406138e-06,0.08921807909868175,n
corridor,TSMC5,Mpr,pmos,-0.65,0.195,0.0,-6.324625368838936e-05,-0.0,-8.484113256379544e-05,0.7454668717538863,Y
corridor,TSMC5,Mpr,pmos,-0.65,0.17786363636363636,0.0,-5.941815963744419e-05,-0.0,-7.774355059719795e-05,0.7642841004947072,Y
corridor,TSMC5,Mpr,pmos,-0.65,0.16072727272727272,0.0,-5.511603087121173e-05,-0.0,-7.046703637270113e-05,0.7821533827490953,Y
corridor,TSMC5,Mpr,pmos,-0.65,0.14359090909090907,0.0,-5.033393038690761e-05,-0.0,-6.30405975476922e-05,0.7984367589286953,Y
corridor,TSMC5,Mpr,pmos,-0.65,0.12645454545454543,0.0,-4.508276340715129e-05,-0.0,-5.549921253122925e-05,0.8123135689859265,Y
corridor,TSMC5,Mpr,pmos,-0.65,0.10931818181818183,0.0,-3.939525268499352e-05,-0.0,-4.788007476608236e-05,0.8227901246491081,Y
corridor,TSMC5,Mpr,pmos,-0.65,0.09218181818181818,0.0,-3.3330064439973724e-05,-0.0,-4.021989880031995e-05,0.828695880251906,Y
corridor,TSMC5,Mpr,pmos,-0.65,0.07504545454545454,0.0,-2.6970756148367215e-05,-0.0,-3.255451780370677e-05,0.828479669426903,Y
corridor,TSMC5,Mpr,pmos,-0.65,0.0579090909090909,0.0,-2.0409908415446585e-05,-0.0,-2.4920628900748643e-05,0.8189965227897379,Y
corridor,TSMC5,Mpr,pmos,-0.65,0.040772727272727266,0.0,-1.3694869562879692e-05,-0.0,-1.7358837610392808e-05,0.7889277997900341,Y
corridor,TSMC5,Mpr,pmos,-0.65,0.023636363636363646,0.0,-6.927188748517007e-06,-0.0,-9.919241532319045e-06,0.6983587128054821,Y
corridor,TSMC5,Mpr,pmos,-0.65,0.006500000000000001,0.0,1.7176997833317032e-09,0.0,-2.674601025029477e-06,0.0006422265479064386,n
corridor,TSMC7,Mnr,nmos,0.15000000000000002,-0.22499999999999998,0.0,5.030488084427538e-06,0.0,1.5640041151065986e-05,0.3216416143562814,Y
corridor,TSMC7,Mnr,nmos,0.15000000000000002,-0.2052272727272727,0.0,4.071531932208868e-06,0.0,1.1821463336003646e-05,0.3444186067733715,Y
corridor,TSMC7,Mnr,nmos,0.15000000000000002,-0.18545454545454543,0.0,3.191771617236557e-06,0.0,8.60809745706348e-06,0.370787114476441,Y
corridor,TSMC7,Mnr,nmos,0.15000000000000002,-0.16568181818181815,0.0,2.4302275409754397e-06,0.0,6.008077063635042e-06,0.4044934036690084,Y
corridor,TSMC7,Mnr,nmos,0.15000000000000002,-0.14590909090909088,0.0,1.8097454886006061e-06,0.0,3.996399128292083e-06,0.4528440304645012,Y
corridor,TSMC7,Mnr,nmos,0.15000000000000002,-0.12613636363636363,0.0,1.3323451468002354e-06,0.0,2.5182309570936923e-06,0.5290798062215486,Y
corridor,TSMC7,Mnr,nmos,0.15000000000000002,-0.10636363636363635,0.0,9.856466980092813e-07,0.0,1.4947310056356855e-06,0.6594140981173408,Y
corridor,TSMC7,Mnr,nmos,0.15000000000000002,-0.08659090909090908,0.0,7.584263951700433e-07,0.0,8.317231070531506e-07,0.9118736617252317,Y
corridor,TSMC7,Mnr,nmos,0.15000000000000002,-0.0668181818181818,0.0,6.430036702448234e-07,0.0,4.3126537063731263e-07,1.4909698622326424,Y
corridor,TSMC7,Mnr,nmos,0.15000000000000002,-0.047045454545454536,0.0,5.659378907694574e-07,0.0,2.044231103837113e-07,2.7684633587032637,Y
corridor,TSMC7,Mnr,nmos,0.15000000000000002,-0.027272727272727282,0.0,2.711092999537331e-07,0.0,8.148999183776873e-08,3.3269030201090315,Y
corridor,TSMC7,Mnr,nmos,0.15000000000000002,-0.0075,0.0,6.653264474247758e-08,0.0,1.5843684871008623e-08,4.199316338601353,Y
corridor,TSMC7,Mnr,nmos,0.30000000000000004,-0.22499999999999998,0.0,2.8628083331943577e-05,0.0,5.45358811165908e-05,0.5249403281986105,Y
corridor,TSMC7,Mnr,nmos,0.30000000000000004,-0.2052272727272727,0.0,2.5833997239111416e-05,0.0,4.788530588717421e-05,0.5394973836019892,Y
corridor,TSMC7,Mnr,nmos,0.30000000000000004,-0.18545454545454543,0.0,2.2849947190957108e-05,0.0,4.1414820212137826e-05,0.5517335841110391,Y
corridor,TSMC7,Mnr,nmos,0.30000000000000004,-0.16568181818181815,0.0,1.9737818094310568e-05,0.0,3.51634409367918e-05,0.5613164573339217,Y
corridor,TSMC7,Mnr,nmos,0.30000000000000004,-0.14590909090909088,0.0,1.657528857840078e-05,0.0,2.9192345901707384e-05,0.5677957035111499,Y
corridor,TSMC7,Mnr,nmos,0.30000000000000004,-0.12613636363636363,0.0,1.3453245559039946e-05,0.0,2.358388251355592e-05,0.570442358305808,Y
corridor,TSMC7,Mnr,nmos,0.30000000000000004,-0.10636363636363635,0.0,1.047512397491649e-05,0.0,1.8424958170282224e-05,0.5685290505468776,Y
corridor,TSMC7,Mnr,nmos,0.30000000000000004,-0.08659090909090908,0.0,7.764602393971116e-06,0.0,1.3783981511750198e-05,0.5633062107165594,Y
corridor,TSMC7,Mnr,nmos,0.30000000000000004,-0.0668181818181818,0.0,5.465610866776603e-06,0.0,9.697636221828176e-06,0.5636023812147326,Y
corridor,TSMC7,Mnr,nmos,0.30000000000000004,-0.047045454545454536,0.0,3.6275894692454947e-06,0.0,6.173124324215795e-06,0.5876423798910492,Y
corridor,TSMC7,Mnr,nmos,0.30000000000000004,-0.027272727272727282,0.0,1.7881000374014003e-06,0.0,3.2018825577018184e-06,0.5584527243512724,Y
corridor,TSMC7,Mnr,nmos,0.30000000000000004,-0.0075,0.0,6.070575573818389e-07,0.0,7.750830029878975e-07,0.7832161910939464,Y
corridor,TSMC7,Mnr,nmos,0.44999999999999996,-0.22499999999999998,0.0,6.348722461047383e-05,0.0,0.00010013969753419616,0.6339865824818766,Y
corridor,TSMC7,Mnr,nmos,0.44999999999999996,-0.2052272727272727,0.0,5.939922042080278e-05,0.0,9.208912890579235e-05,0.6450188108692883,Y
corridor,TSMC7,Mnr,nmos,0.44999999999999996,-0.18545454545454543,0.0,5.482920548194925e-05,0.0,8.389748598625069e-05,0.6535262032873642,Y
corridor,TSMC7,Mnr,nmos,0.44999999999999996,-0.16568181818181815,0.0,4.9783194999747944e-05,0.0,7.551050734688758e-05,0.6592883129635061,Y
corridor,TSMC7,Mnr,nmos,0.44999999999999996,-0.14590909090909088,0.0,4.4278028677779286e-05,0.0,6.68596155661838e-05,0.6622537132889855,Y
corridor,TSMC7,Mnr,nmos,0.44999999999999996,-0.12613636363636363,0.0,3.834456219727564e-05,0.0,5.78919195359795e-05,0.6623473967458398,Y
corridor,TSMC7,Mnr,nmos,0.44999999999999996,-0.10636363636363635,0.0,3.2041376855446636e-05,0.0,4.8627403784196055e-05,0.6589160506623656,Y
